accident_severity,number_of_casualties,crash_type,driver_alcohol,driver_age,driver_experience,weather_conditions,road_light_condition,traffic_density,road_conditions,time_of_day,road_defect,road_type,intersection_related,speed_limit,vehicle_type,vehicle_age,maintenance_required,failure_history,brake_condition,source
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,19:40,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,9:17,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:18,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:56,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,daylight,,wet or damp,16:00,,single carriageway,private drive or entrance,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,16:19,,dual carriageway,not at junction or within 20 metres,70.0,motorcycle 125cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:35,,single carriageway,crossroads,30.0,motorcycle 125cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,8:49,,roundabout,roundabout,30.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,18:10,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,daylight,,flood over 3cm. deep,18:37,,single carriageway,t or staggered junction,60.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,daylight,,wet or damp,12:31,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
fatal,1.0,,,,,raining no high winds,daylight,,wet or damp,7:08,,single carriageway,t or staggered junction,50.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,17:15,,single carriageway,private drive or entrance,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,7:35,,single carriageway,private drive or entrance,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:30,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:15,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,wet or damp,1:00,,dual carriageway,not at junction or within 20 metres,70.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:20,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:34,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:30,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:10,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:35,,slip road,slip road,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,18:00,,one way street,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:42,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,18:45,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:00,,dual carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:36,,single carriageway,private drive or entrance,30.0,motorcycle 125cc and under,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,21:00,,single carriageway,other junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine + high winds,darkness - lights lit,,dry,17:40,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:40,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:15,,single carriageway,other junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:50,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:10,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:50,,single carriageway,slip road,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,snowing no high winds,darkness - lighting unknown,,snow,18:29,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,8:00,,single carriageway,crossroads,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,17:50,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,15:45,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,23:30,,single carriageway,not at junction or within 20 metres,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,frost or ice,13:10,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:09,,single carriageway,t or staggered junction,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,6:35,,dual carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,unknown,daylight,,dry,16:00,,one way street,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,19:30,,dual carriageway,not at junction or within 20 metres,50.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,22:30,,single carriageway,not at junction or within 20 metres,30.0,goods 7.5 tonnes mgw and over,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:58,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:29,,roundabout,roundabout,30.0,taxi/private hire car,,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,daylight,,wet or damp,14:21,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,unknown,daylight,,dry,5:46,,roundabout,roundabout,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:20,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,20:20,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,7:55,,slip road,slip road,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,20:25,,roundabout,roundabout,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,21:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,8:40,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:55,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,frost or ice,20:47,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,4:13,,dual carriageway,slip road,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,14:14,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,23:00,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,0:01,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lighting unknown,,dry,3:30,,single carriageway,t or staggered junction,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,raining + high winds,darkness - lights lit,,wet or damp,17:44,,single carriageway,t or staggered junction,30.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,12:47,,unknown,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,18:30,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,10:41,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,22:29,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,19:10,,single carriageway,t or staggered junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,19:20,,single carriageway,crossroads,30.0,taxi/private hire car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,darkness - lights lit,,dry,22:35,,single carriageway,crossroads,30.0,motorcycle 50cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,15:25,,dual carriageway,not at junction or within 20 metres,70.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:14,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,17:40,,single carriageway,not at junction or within 20 metres,60.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,15:40,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,20:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,19:00,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:08,,single carriageway,t or staggered junction,30.0,motorcycle 50cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:25,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,8:11,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining + high winds,daylight,,wet or damp,11:40,,single carriageway,t or staggered junction,20.0,car,,,,,dataset1_road_accident
fatal,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,18:16,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,11:41,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,18:50,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,12:08,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,frost or ice,14:10,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,7:30,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,19:41,,roundabout,roundabout,30.0,motorcycle 125cc and under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,9:55,,dual carriageway,not at junction or within 20 metres,50.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,9:15,,single carriageway,not at junction or within 20 metres,40.0,motorcycle over 500cc,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,12:49,,roundabout,roundabout,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,20:10,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,16:30,,single carriageway,t or staggered junction,50.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,raining no high winds,darkness - lights lit,,wet or damp,2:50,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,darkness - lighting unknown,,dry,22:34,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,10:00,,one way street,crossroads,30.0,van / goods 3.5 tonnes mgw or under,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,14:27,,dual carriageway,other junction,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,15:13,,slip road,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,wet or damp,15:00,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,wet or damp,19:05,,single carriageway,t or staggered junction,20.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,19:20,,single carriageway,crossroads,30.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,17:54,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,frost or ice,13:45,,single carriageway,not at junction or within 20 metres,50.0,bus or coach (17 or more pass seats),,,,,dataset1_road_accident
slight,1.0,,,,,raining no high winds,daylight,,wet or damp,11:30,,single carriageway,not at junction or within 20 metres,40.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - no lighting,,frost or ice,2:59,,single carriageway,not at junction or within 20 metres,50.0,car,,,,,dataset1_road_accident
serious,1.0,,,,,fine no high winds,daylight,,dry,13:15,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,14:30,,dual carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,13:00,,single carriageway,t or staggered junction,30.0,other vehicle,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,daylight,,dry,9:35,,single carriageway,not at junction or within 20 metres,60.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,20:43,,single carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,other,daylight,,wet or damp,10:30,,single carriageway,t or staggered junction,30.0,car,,,,,dataset1_road_accident
slight,1.0,,,,,fine no high winds,darkness - lights lit,,dry,18:10,,dual carriageway,not at junction or within 20 metres,30.0,car,,,,,dataset1_road_accident
